site_id,latitude,longitude,Si,ei_ssurgo,wtdepannmin,Ni,well_mean_depth_ft,Li,ei_nlcd,nlcd_class,nlcd_class_name,Cclim_i,Ai,dist_road_m,wi_base,risk_penalty,wi,ei_nlcd_extended,ei_imperv,ei,Ci
GA_001,31.65,-84.55,0.3075234375,1,15.0,0.5,,0.0,1,11,Open Water,0.661116422050477,0.4799693512415481,3143.2949822635983,0.38841989724380377,0.12600153243792261,0.339478394961704,0,0,1,0.6115061297516904
GA_002,31.65,-84.421429,0.5580000000000002,0,333.23784,0.3551,10.933,0.5,0,82,Cultivated Crops,0.661116422050477,0.2990534911868948,5727.807268758645,0.4752004869856058,0.08504732544065527,0.4347859565193831,0,0,0,0.656808221762621
GA_003,31.65,-84.292857,0.633075,1,107.0,0.3551,10.933,0.6,0,42,Evergreen Forest,0.661116422050477,0.5920238931570878,3558.8377410846383,0.5566685472811347,0.06039880534214562,0.5230464320538064,0,0,1,0.45509522136858244
GA_004,31.65,-84.164286,0.9650000000000002,0,944.51424,1.0,30.988,0.5,0,82,Cultivated Crops,0.661116422050477,0.2008702799867771,13382.09596957854,0.7437980053055882,0.08995648600066115,0.6768885504539963,0,0,0,0.8098259440026446
GA_005,31.65,-84.035714,0.4241750000000001,1,15.0,1.0,33.322,0.1,0,90,Woody Wetlands,0.661116422050477,0.6959314253902985,3626.552717514626,0.5958096771161163,0.10520342873048509,0.5331284562126977,0,0,1,0.5383137149219404
GA_006,31.65,-83.907143,0.94423,1,84.0,0.5367,10.12,0.5,0,82,Cultivated Crops,0.661116422050477,0.8497087114929509,1076.2870602488824,0.7190677700315141,0.05751456442535246,0.6777109004458421,0,0,1,0.4220582577014098
GA_007,31.65,-83.778571,0.7201000000000001,0,6517.41648,0.8,213.826,0.9,0,71,Grassland/Herbaceous,0.661116422050477,0.8874162483306625,1367.1864363851112,0.7833099005571709,0.015629187583466875,0.771067403185376,0,0,0,0.5525167503338675
GA_008,31.65,-83.65,0.6727250000000001,1,15.0,0.5,,0.1,0,90,Woody Wetlands,0.661116422050477,0.9426999263503376,768.7288955706767,0.5823899522601222,0.09286500368248313,0.5283063071988447,0,0,1,0.4889600147299325
GA_009,31.783333,-84.55,0.347225,1,0.0,0.5,,0.1,0,90,Woody Wetlands,0.661116422050477,0.6005008974984777,1421.415750021747,0.4334100979323432,0.10997495512507613,0.38574584186147887,0,0,1,0.5498998205003045
GA_010,31.783333,-84.421429,0.20955,1,15.0,0.5,,0.1,0,90,Woody Wetlands,0.661116422050477,0.6248008612558169,1074.2734106311868,0.3957525924959441,0.10875995693720916,0.3527105575782963,0,0,1,0.5525398277488367
GA_011,31.783333,-84.292857,0.5580000000000002,0,,0.5,,0.1,0,90,Woody Wetlands,0.661116422050477,0.6845042884883747,3515.5483987172943,0.5092431065808278,0.10577478557558127,0.4553780261763979,0,0,0,0.5405991423023251
GA_012,31.783333,-84.164286,0.204,1,0.0,0.5,,0.1,0,90,Woody Wetlands,0.661116422050477,0.2776903119712133,13533.08546933382,0.34202101010325353,0.12611548440143935,0.29888686473861215,0,0,1,0.6144619376057574
GA_013,31.783333,-84.035714,0.7652000000000002,1,61.0,0.5367,10.12,0.5,0,82,Cultivated Crops,0.661116422050477,0.5558771541228068,5595.542511551685,0.6212840364259926,0.07220614229385966,0.5764235128869138,0,0,1,0.46932456917543863
GA_014,31.783333,-83.907143,0.6505700000000001,1,105.0,0.5367,10.12,0.5,0,82,Cultivated Crops,0.661116422050477,0.7757052811214056,2299.075849558886,0.6198692554757824,0.061214735943929725,0.5819241226820722,0,0,1,0.44735894377571883
GA_015,31.783333,-83.778571,0.2667,0,,0.5,,0.6,0,42,Evergreen Forest,0.661116422050477,0.8189851643079284,2427.4623352033946,0.5170252379537608,0.049050741784603585,0.4916647665107676,0,0,0,0.3637029671384143
GA_016,31.783333,-83.65,0.6727250000000001,1,15.0,0.5,,0.6,0,42,Evergreen Forest,0.661116422050477,0.8924535603725505,661.0290409939375,0.6498529973634541,0.04537732198137248,0.6203644086615328,0,0,1,0.3490092879254899
GA_017,31.916667,-84.55,0.5580000000000002,0,,0.5,,0.6,0,42,Evergreen Forest,0.661116422050477,0.6193442803716628,1952.2090907493,0.5744691053633211,0.05903278598141687,0.5405565936134722,0,0,0,0.40363114392566746
GA_018,31.916667,-84.421429,0.8053750000000001,0,,0.5,,0.5,0,82,Cultivated Crops,0.661116422050477,0.8744755073294421,1348.7682928858292,0.6719512894069879,0.056276224633527897,0.6341364077015316,0,0,0,0.3826048985341116
GA_019,31.916667,-84.292857,0.633075,1,107.0,0.5,,0.5,0,82,Cultivated Crops,0.661116422050477,0.7851092400248246,2373.083498653609,0.6068563493112953,0.06074453799875877,0.5699931407407672,0,0,1,0.44647815199503504
GA_020,31.916667,-84.164286,0.8053750000000001,0,,0.5,,0.5,0,82,Cultivated Crops,0.661116422050477,0.8824377589241885,1357.1685588326347,0.6731456271461999,0.05587811205379058,0.6355315203640054,0,0,0,0.38101244821516234
GA_021,31.916667,-84.035714,0.55815,1,122.0,0.5,,0.5,0,82,Cultivated Crops,0.661116422050477,0.9450386939304825,521.9856585812603,0.6083682673971439,0.05274806530347588,0.5762780182999169,0,0,1,0.42199226121390354
GA_022,31.916667,-83.907143,0.857515,1,109.0,0.5,,0.5,0,82,Cultivated Crops,0.661116422050477,0.8201303849267942,1400.642809411636,0.6794415210465907,0.05899348075366029,0.639358900751491,0,0,1,0.4404739230146411
GA_023,31.916667,-83.778571,0.6727250000000001,1,15.0,0.5,,0.1,0,90,Woody Wetlands,0.661116422050477,0.8290791233080951,739.4434846099023,0.5653468318037859,0.09854604383459525,0.5096341381351004,0,0,1,0.5116841753383811
GA_024,31.916667,-83.65,0.8544000000000002,1,129.0,0.5,,0.5,0,82,Cultivated Crops,0.661116422050477,0.7833741270634467,3016.5249060009774,0.6729935823670886,0.06083129364682767,0.6320545121356858,0,0,1,0.45782517458731065
GA_025,32.05,-84.55,0.556625,0,,0.5,,0.1,0,90,Woody Wetlands,0.661116422050477,0.2694206821056206,14635.339922930674,0.44656806562341467,0.126528965894719,0.390064270078479,0,0,0,0.6236158635788759
GA_026,32.05,-84.421429,0.9815000000000002,0,,0.5,,0.6,0,41,Deciduous Forest,0.661116422050477,0.1781737337510627,10969.8670618758,0.635343523370231,0.08109131331244687,0.5838226826555817,0,0,0,0.49186525324978747
GA_027,32.05,-84.292857,0.633075,1,107.0,0.5,,0.5,0,82,Cultivated Crops,0.661116422050477,0.9107218754350176,1181.2037372068216,0.6256982446228242,0.05446390622824912,0.5916202741005065,0,0,1,0.42135562491299644
GA_028,32.05,-84.164286,0.204,1,0.0,0.5,,0.6,0,43,Mixed Forest,0.661116422050477,0.9471257528196052,320.6437260344824,0.5174363262305123,0.042643712359019745,0.4953709203706304,0,0,1,0.33057484943607895
GA_029,32.05,-84.035714,0.633075,1,107.0,0.5,,0.5,0,82,Cultivated Crops,0.661116422050477,0.9043121510350686,845.6456379390374,0.6247367859628319,0.05478439244824657,0.5905109607037878,0,0,1,0.4226375697929863
GA_030,32.05,-83.907143,0.4241750000000001,1,15.0,0.5,,0.198,0,21,"Developed, Open Space",0.661116422050477,0.8166464485575261,1513.2370113658594,0.5036169305912004,0.0893676775721237,0.45860985511826335,1,0,1,0.48477071028849483
GA_031,32.05,-83.778571,0.8544000000000002,1,129.0,0.5,,0.5,0,82,Cultivated Crops,0.661116422050477,0.8120139649192899,1578.2371895842064,0.6772895580454651,0.05939930175403551,0.6370590312122651,0,0,1,0.452097207016142
GA_032,32.05,-83.65,0.5222,1,76.0,0.5,,0.5,0,82,Cultivated Crops,0.661116422050477,0.8849402709663078,1100.5828883298846,0.5885685039525177,0.05575298645168461,0.5557540521257647,0,0,1,0.41101194580673844
GA_033,32.183333,-84.55,0.93835,0,,0.5,,0.6,0,42,Evergreen Forest,0.661116422050477,0.7350691441026852,2726.182137497148,0.7059328349229743,0.05324654279486575,0.6683443520179473,0,0,0,0.380486171179463
GA_034,32.183333,-84.421429,0.93835,0,,0.5,,0.6,0,42,Evergreen Forest,0.661116422050477,0.6352095024102742,4049.624614175214,0.6909538886691127,0.058239524879486304,0.6507130624793901,0,0,0,0.4004580995179452
GA_035,32.183333,-84.292857,0.77,0,,0.5,,0.5,0,82,Cultivated Crops,0.661116422050477,0.7085912596384596,537.0844608497719,0.6364561522533405,0.06457043701807702,0.5953599003594985,0,0,0,0.4157817480723081
GA_036,32.183333,-84.164286,0.8053750000000001,0,,0.5,,0.6,0,42,Evergreen Forest,0.661116422050477,0.8375213271973709,1057.517850876017,0.6814081623871772,0.04812393364013146,0.6486161211986128,0,0,0,0.3599957345605258
GA_037,32.183333,-84.035714,0.2099463157894737,1,15.0,0.5,,0.1,0,90,Woody Wetlands,0.661116422050477,0.4499550805264378,5604.20942304366,0.36964462012337934,0.11750224597367812,0.32621054704679525,0,0,1,0.5875089838947125
GA_038,32.183333,-83.907143,0.303421875,1,15.0,0.5,,0.1,0,90,Woody Wetlands,0.661116422050477,0.8856375657951159,759.1269586053357,0.46303966067683894,0.09571812171024421,0.4187183740795031,0,0,1,0.5003724868409769
GA_039,32.183333,-83.778571,0.6505700000000001,1,105.0,0.5,,0.5,0,82,Cultivated Crops,0.661116422050477,0.922265924287894,450.9598144768864,0.6326783519507556,0.053886703785605304,0.5985854010076203,0,0,1,0.41804681514242115
GA_040,32.183333,-83.65,0.142,1,0.0,0.5,,0.5,0,82,Cultivated Crops,0.661116422050477,0.8607935072284658,1875.8154866872949,0.4708864893918414,0.05696032463857671,0.44406464208816243,0,0,1,0.3778412985543068
GA_041,32.316667,-84.55,0.77524,0,,0.5,,0.6,0,43,Mixed Forest,0.661116422050477,0.6890703790263013,156.13744248140884,0.6501000201615167,0.05554648104868494,0.6139892517118652,0,0,0,0.38968592419473974
GA_042,32.316667,-84.421429,0.93835,0,,0.5,,0.6,0,42,Evergreen Forest,0.661116422050477,0.621018063409944,1128.313379857943,0.6888251728190631,0.058949096829502806,0.6482195510079531,0,0,0,0.4032963873180112
GA_043,32.316667,-84.292857,0.3075234375,1,15.0,0.5,,0.5,0,82,Cultivated Crops,0.661116422050477,0.4437024269274445,3661.393901036507,0.4579798585966882,0.07781487865362778,0.42234221147418133,0,0,1,0.46875951461451115
GA_044,32.316667,-84.164286,0.9815000000000002,0,,0.5,,0.1,0,90,Woody Wetlands,0.661116422050477,0.0,12997.933434386716,0.5336174633075716,0.14,0.4589110184445116,0,0,0,0.6775
GA_045,32.316667,-84.035714,0.2099463157894737,1,15.0,0.5,,0.1,0,90,Woody Wetlands,0.661116422050477,0.446424060413794,4999.053693644613,0.3691149671064828,0.11767879697931032,0.3256779618303342,0,0,1,0.5882151879172413
GA_046,32.316667,-83.907143,0.303421875,1,15.0,0.5,,0.5,0,82,Cultivated Crops,0.661116422050477,0.6976444345047277,1220.7712850885323,0.4948406909832807,0.06511777827476362,0.4626177645865006,0,0,1,0.4179711130990545
GA_047,32.316667,-83.778571,0.239625,1,0.0,0.5,,0.6,0,43,Mixed Forest,0.661116422050477,0.9165575608025656,1113.8018645883396,0.5235385974279563,0.04417212195987173,0.5004127866516684,0,0,1,0.3366884878394869
GA_048,32.316667,-83.65,0.7955,0,,0.5,,0.1,0,90,Woody Wetlands,0.661116422050477,0.9018862825097916,1346.8933652673463,0.6131004056840402,0.09490568587451043,0.5549136911726558,0,0,0,0.4971227434980417
GA_049,32.45,-84.55,0.9675,0,,0.5,,0.7,0,81,Pasture/Hay,0.661116422050477,0.6058252027802769,1345.354245996044,0.710291243724613,0.049708739860986166,0.67498356106477,0,0,0,0.3763349594439447
GA_050,32.45,-84.421429,0.93835,0,,0.5,,0.6,0,42,Evergreen Forest,0.661116422050477,0.662186792634683,540.1886766473842,0.695000482202774,0.05689066036826586,0.655461445813995,0,0,0,0.3950626414730634
